file_size_mb,file_extension,upload_frequency,uploads_last_hour,uploads_last_24h,user_file_count,access_count,unique_ip_count,account_age_days,label
1.46,pdf,3.0,1,12,126,6,2,264,Normal
0.23,pdf,9.29,1,7,7,7,1,0,Normal
1.76,docx,1.25,2,5,45,8,1,191,Normal
2.39,docx,2.96,2,3,39,6,1,176,Normal
149.07,mp4,13.94,2,13,289,11,1,378,Normal
1.29,docx,4.32,2,6,68,5,1,178,Normal
2.64,txt,1.99,0,8,34,5,2,185,Normal
0.97,png,0.63,4,11,76,3,2,91,Normal
16.99,txt,1.01,0,6,45,5,3,332,Normal
16.21,wav,63.05,15,136,63,132,4,42,Suspicious
8.03,docx,0.9,1,4,86,2,2,111,Normal
39.52,pdf,30.93,4,55,204,13,4,432,Suspicious
29.75,py,33.68,16,32,912,27,1,370,Normal
17.07,py,20.85,2,27,451,23,2,320,Normal
316.63,zip,32.12,20,48,163,68,4,144,Suspicious
28.95,py,24.9,16,63,702,29,3,217,Normal
26.17,py,18.09,14,33,270,25,3,329,Normal
3.83,docx,6.15,0,8,74,7,3,173,Normal
0.99,js,15.4,7,16,161,23,1,355,Normal
15.59,json,3.05,12,28,1137,21,2,257,Normal
11.15,dll,11.11,4,8,75,8,5,101,Suspicious
6.7,pdf,2.03,1,2,66,3,1,169,Normal
32.4,py,17.78,11,38,202,24,1,313,Normal
2.52,pdf,0.57,1,3,48,3,1,159,Normal
16.23,zip,8.74,9,35,157,24,4,275,Normal
338.34,zip,22.82,17,58,135,40,3,244,Suspicious
9.49,js,10.09,9,40,464,24,2,255,Normal
2.87,zip,14.07,0,27,558,21,1,235,Normal
6.13,docx,5.64,0,8,63,7,1,114,Normal
258.21,mp4,15.13,3,14,145,6,1,111,Normal
442.44,mp4,32.28,16,59,86,32,6,223,Suspicious
1.68,zip,17.62,21,59,904,23,1,164,Normal
2.29,png,2.62,0,4,58,5,1,140,Normal
0.13,pdf,5.58,1,6,41,5,1,281,Normal
2.23,txt,5.14,1,4,20,4,1,154,Normal
113.19,jpg,14.69,1,18,273,13,1,265,Normal
273.65,iso,14.52,7,31,79,66,4,14,Suspicious
423.61,mp4,17.3,0,9,35,6,2,246,Normal
12.65,docx,3.69,0,6,114,6,1,160,Normal
1.0,json,10.71,3,28,390,24,1,290,Normal
1.75,jpg,0.25,2,8,131,4,1,177,Normal
24.09,py,18.11,2,26,660,24,3,120,Normal
2.52,jpg,2.87,0,7,105,5,1,178,Normal
10.4,docx,2.55,0,5,7,4,2,1,Normal
3.45,pdf,10.62,4,11,5,10,1,0,Normal
1.7,jpg,1.06,1,2,136,7,1,82,Normal
50.77,exe,4.19,6,12,32,8,5,61,Suspicious
16.83,jpg,3.8,1,4,217,6,1,341,Normal
2.98,docx,6.46,1,6,3,10,1,6,Normal
18.51,pdf,20.96,8,36,605,18,2,182,Normal
3.25,docx,1.03,1,5,97,5,1,194,Normal
7.62,docx,5.69,0,3,90,5,1,190,Normal
10.7,pdf,0.91,1,5,79,6,1,349,Normal
8.26,json,11.31,9,23,416,16,2,278,Normal
31.34,zip,34.48,3,48,417,24,2,380,Normal
9.84,zip,62.27,63,171,78,75,4,0,Suspicious
8.77,js,6.99,11,14,486,20,4,252,Normal
1.77,jpg,5.08,2,6,114,6,2,245,Normal
0.68,pdf,4.21,1,12,96,2,1,183,Normal
46.32,exe,5.84,10,20,68,10,2,55,Suspicious
2.59,png,4.52,0,2,104,1,1,197,Normal
48.39,exe,3.93,6,14,1,7,2,10,Suspicious
313.53,mp4,19.98,8,43,62,37,2,154,Suspicious
4.85,jpg,1.34,3,10,125,4,2,121,Normal
2.23,pdf,2.25,1,7,37,6,1,81,Normal
7.07,jpg,4.59,2,5,42,3,1,143,Normal
1.36,png,3.37,2,11,2,4,2,5,Normal
7.39,exe,11.83,3,14,23,8,3,51,Suspicious
1.71,jpg,1.84,1,8,6,11,1,6,Normal
1.68,jpg,0.99,0,3,98,7,3,242,Normal
0.59,png,29.64,15,44,224,31,3,608,Suspicious
211.01,jpg,14.27,2,16,721,12,2,97,Normal
21.02,sh,25.97,2,34,724,25,1,288,Normal
2.4,jpg,4.5,0,3,192,4,2,154,Normal
6.26,jpg,0.1,0,4,218,2,1,113,Normal
3.21,py,22.64,5,21,333,27,1,372,Normal
17.35,py,17.89,32,93,366,20,1,106,Normal
0.69,docx,8.31,2,9,6,9,2,5,Normal
0.92,pdf,4.93,1,8,89,5,1,249,Normal
0.14,jpg,1.59,2,6,87,6,1,179,Normal
3.92,png,4.53,0,5,102,3,1,77,Normal
0.07,pdf,1.46,1,7,24,5,1,80,Normal
0.05,mp4,35.18,56,222,105,72,9,38,Suspicious
13.91,pdf,4.54,2,4,47,6,1,111,Normal
3.09,docx,3.59,2,4,139,4,1,194,Normal
0.07,pdf,3.93,3,8,131,5,1,137,Normal
1.51,pdf,1.56,0,4,135,4,1,141,Normal
5.67,pdf,11.26,3,11,7,9,2,1,Normal
1.19,dll,18.64,3,15,51,9,1,98,Suspicious
4.67,xlsx,0.11,0,4,153,3,1,163,Normal
328.5,zip,9.53,1,9,165,11,1,206,Normal
11.57,dll,11.54,5,19,120,10,1,39,Suspicious
9.67,png,7.17,1,8,2,8,1,5,Normal
0.46,jpg,2.53,0,4,88,6,1,86,Normal
19.65,js,28.43,14,40,361,24,2,608,Normal
113.66,jpg,14.78,3,17,75,12,1,265,Normal
218.64,wav,14.82,3,12,376,8,1,70,Normal
29.03,zip,26.65,10,41,1195,17,1,204,Normal
1.93,png,5.53,2,8,59,4,2,154,Normal
17.34,zip,3.32,1,8,6,9,2,3,Normal
2.42,xlsx,4.44,1,4,162,8,1,163,Normal
3.51,jpg,4.49,1,7,3,6,2,6,Normal
2.49,docx,9.24,1,7,3,8,2,8,Normal
23.59,js,24.79,8,44,335,27,1,263,Normal
13.07,py,5.24,10,30,366,32,1,283,Normal
0.77,png,5.16,3,10,44,6,2,145,Normal
5.98,pdf,7.79,3,8,3,5,3,8,Normal
16.04,pdf,5.16,1,10,32,5,1,147,Normal
2.02,pdf,0.65,0,3,15,10,1,107,Normal
2.91,pdf,3.44,2,6,36,6,1,268,Normal
3.44,jpg,3.84,0,3,50,4,1,198,Normal
156.74,png,17.64,3,14,28,11,1,411,Normal
1.08,docx,3.75,1,8,3,6,1,1,Normal
15.66,png,2.98,2,5,62,11,2,154,Normal
0.2,py,12.42,18,72,557,18,1,395,Normal
19.97,png,2.9,6,21,803,27,2,236,Normal
5.57,pdf,4.64,0,5,127,5,1,252,Normal
2.75,py,8.07,2,13,6,5,1,7,Normal
361.58,jpg,8.21,4,22,126,13,2,271,Normal
12.33,py,33.75,4,15,430,22,1,108,Normal
123.69,png,5.36,2,10,119,12,2,120,Normal
4.85,png,0.53,1,4,91,2,1,244,Normal
5.16,zip,53.78,21,181,154,59,8,16,Suspicious
3.8,pdf,0.1,1,4,106,5,1,70,Normal
3.49,png,3.59,0,6,106,5,1,203,Normal
0.61,json,25.36,13,45,593,14,1,255,Normal
111.41,bin,11.31,14,70,28,42,3,271,Suspicious
1.72,jpg,1.3,0,4,110,4,2,150,Normal
0.5,xlsx,1.72,0,3,48,7,1,285,Normal
9.85,png,6.9,0,6,96,5,1,232,Normal
7.19,jpg,9.36,3,13,4,9,3,3,Normal
7.85,jpg,2.58,1,3,39,4,1,113,Normal
4.84,txt,0.1,0,7,18,3,1,158,Normal
36.59,py,22.84,15,51,391,18,2,267,Normal
3.13,py,32.11,16,41,287,18,1,172,Normal
1.25,docx,3.18,0,8,90,4,1,61,Normal
5.95,png,2.52,0,5,128,6,1,210,Normal
11.13,pdf,4.63,0,8,106,7,3,347,Normal
1.0,jpg,3.88,1,8,46,7,2,308,Normal
2.08,docx,5.16,1,6,34,7,1,219,Normal
25.56,pdf,1.47,2,10,4,5,1,0,Normal
5.64,jpg,6.79,2,7,5,4,2,2,Normal
26.33,js,8.92,22,51,603,29,3,463,Normal
3.21,pdf,1.51,1,8,86,3,1,252,Normal
5.7,png,1.36,1,7,27,6,1,77,Normal
20.09,sh,24.54,4,37,306,20,3,404,Normal
0.76,xlsx,4.4,2,5,27,6,1,184,Normal
2.62,png,0.46,2,8,94,3,2,49,Normal
0.27,docx,3.38,0,6,65,5,1,108,Normal
14.03,jpg,0.26,1,5,181,6,1,189,Normal
30.48,pdf,29.93,13,42,570,19,2,139,Normal
30.87,apk,17.28,4,14,24,15,3,85,Suspicious
18.54,wav,78.46,10,138,68,134,5,63,Suspicious
104.74,zip,12.07,6,48,297,21,3,35,Suspicious
3.78,jpg,1.33,1,5,160,1,1,327,Normal
157.44,zip,36.22,5,55,189,66,4,50,Suspicious
4.72,png,2.1,1,3,67,3,2,210,Normal
1.35,jpg,12.06,0,8,7,9,1,2,Normal
1.29,docx,0.1,1,7,127,5,1,146,Normal
7.84,txt,1.77,0,4,23,5,1,320,Normal
11.03,pdf,7.25,2,9,11,7,1,4,Normal
1.63,pdf,5.52,0,2,63,6,1,168,Normal
1.83,pdf,0.66,0,5,2,9,1,4,Normal
0.08,png,1.84,2,7,42,6,1,68,Normal
0.28,jpg,1.09,1,6,147,6,1,214,Normal
4.2,json,15.44,24,48,681,23,1,396,Normal
5.39,py,21.59,14,53,890,25,2,297,Normal
0.44,pdf,5.29,1,7,31,5,1,99,Normal
1.84,pdf,4.62,2,10,57,4,1,319,Normal
34.44,dll,21.35,7,47,676,16,6,172,Suspicious
7.13,pdf,4.73,3,4,19,6,1,88,Normal
7.05,zip,26.56,8,44,390,28,2,414,Normal
3.29,jpg,4.03,0,8,68,5,1,102,Normal
10.19,png,5.17,0,8,41,7,1,284,Normal
9.62,png,0.1,1,7,84,5,2,141,Normal
3.27,py,14.48,7,38,587,25,4,383,Normal
4.79,docx,9.98,3,9,12,8,2,8,Normal
6.05,docx,2.96,0,11,142,3,1,320,Normal
0.3,jpg,1.69,1,4,29,4,1,133,Normal
1.95,png,5.06,3,10,33,7,1,150,Normal
50.38,jpg,4.64,0,13,375,18,1,137,Normal
1.45,txt,1.65,0,2,120,10,3,97,Normal
5.72,png,3.89,1,6,83,5,1,254,Normal
35.67,dll,14.5,7,22,101,8,3,67,Suspicious
30.05,pdf,22.37,26,74,66,71,6,50,Suspicious
4.21,pdf,5.63,2,9,5,7,2,9,Normal
0.8,pdf,7.29,1,4,6,7,1,6,Normal
9.54,pdf,0.75,1,5,235,5,1,103,Normal
3.55,js,13.03,7,24,627,24,1,217,Normal
126.14,mp4,6.62,1,21,357,15,1,271,Normal
9.52,docx,5.28,0,10,4,8,1,4,Normal
7.33,png,12.47,2,6,3,7,1,5,Normal
0.65,jpg,8.81,1,7,6,8,1,9,Normal
5.31,png,6.8,1,5,85,5,1,224,Normal
314.45,mp4,7.19,2,15,336,11,1,165,Normal
17.81,py,39.68,21,41,200,21,2,243,Normal
3.47,jpg,2.24,0,8,74,2,1,117,Normal
2.11,pdf,6.72,0,9,67,5,1,91,Normal
6.54,jpg,6.26,4,11,4,11,1,2,Normal
2.23,docx,10.36,3,10,6,5,1,0,Normal
2.33,zip,28.03,8,42,329,22,1,283,Normal
5.41,docx,5.04,0,3,77,2,1,155,Normal
24.71,txt,24.72,6,36,734,22,2,153,Normal
37.15,vbs,21.23,1,8,70,12,1,56,Suspicious
5.37,pdf,0.16,1,8,51,5,1,425,Normal
62.03,docx,32.51,7,59,259,25,6,640,Suspicious
0.71,py,27.33,11,46,676,22,3,342,Normal
1.56,jpg,4.08,2,10,47,3,1,273,Normal
0.97,png,2.85,0,5,97,2,1,240,Normal
15.5,docx,2.01,1,4,45,3,1,133,Normal
3.61,png,4.22,0,3,160,5,1,87,Normal
2.73,jpg,3.48,1,5,81,3,1,213,Normal
1.57,png,3.49,0,8,47,4,1,166,Normal
0.16,jpg,3.01,0,8,85,4,2,91,Normal
34.58,json,16.67,2,17,511,30,1,296,Normal
4.66,docx,0.79,1,5,49,4,3,100,Normal
21.54,json,28.94,14,28,489,18,1,646,Normal
21.96,pdf,31.42,25,43,1083,13,2,293,Normal
4.21,docx,3.91,0,4,70,3,1,234,Normal
0.69,txt,4.68,1,8,53,9,2,164,Normal
0.97,jpg,2.24,0,7,87,5,1,144,Normal
101.09,mp4,10.27,5,16,199,13,1,108,Normal
31.96,exe,32.07,11,54,256,19,4,335,Suspicious
5.0,py,18.97,10,24,629,21,2,165,Normal
8.19,xlsx,4.98,0,3,42,4,1,239,Normal
4.41,pdf,4.09,0,5,77,4,1,174,Normal
11.34,csv,3.46,25,66,120,22,2,171,Normal
62.73,zip,23.16,4,33,109,74,2,247,Suspicious
0.79,zip,6.48,1,8,5,8,1,3,Normal
2.24,docx,2.67,0,4,46,5,1,261,Normal
9.27,docx,6.38,0,6,164,6,1,88,Normal
12.22,png,5.15,0,9,92,3,2,193,Normal
4.84,png,2.34,0,6,68,2,1,189,Normal
13.21,png,7.83,1,5,4,6,1,6,Normal
0.4,xlsx,0.61,1,10,205,7,1,126,Normal
3.73,py,16.81,9,70,242,22,2,267,Normal
25.14,zip,5.18,4,25,585,20,1,158,Normal
2.25,jpg,1.16,1,5,79,4,1,154,Normal
3.21,js,9.14,4,33,223,25,4,259,Normal
271.68,mp4,18.5,5,14,486,9,2,205,Normal
8.5,js,18.66,26,54,413,24,2,137,Normal
8.58,docx,70.45,56,116,54,132,9,42,Suspicious
3.37,py,19.49,3,44,559,22,2,211,Normal
71.37,mp4,9.47,1,15,37,14,1,123,Normal
2.74,pdf,20.45,19,34,229,23,2,371,Normal
0.57,pdf,1.45,1,3,8,4,1,157,Normal
13.14,py,18.99,12,31,648,25,3,409,Normal
270.22,mp4,15.65,1,22,80,12,1,185,Normal
210.93,zip,6.56,4,15,56,20,2,182,Normal
1.98,png,6.12,0,2,16,5,1,238,Normal
9.2,py,6.12,10,29,904,20,1,266,Normal
0.61,pdf,6.57,1,3,57,5,1,219,Normal
0.59,pdf,2.57,0,1,68,4,1,108,Normal
6.31,docx,5.54,0,4,56,7,1,285,Normal
383.24,wav,3.85,0,23,262,10,2,147,Normal
174.21,wav,6.41,1,10,120,16,2,228,Normal
403.63,mp4,12.16,3,11,283,7,1,132,Normal
2.24,jpg,0.19,1,3,72,8,2,110,Normal
127.88,mp4,15.29,3,25,403,8,1,155,Normal
3.49,png,4.55,0,2,69,5,2,229,Normal
0.93,txt,2.76,0,4,66,6,2,182,Normal
0.08,txt,2.5,2,7,97,4,3,184,Normal
3.86,jpg,1.41,0,7,58,5,1,110,Normal
6.05,png,31.23,31,49,317,24,1,322,Normal
4.53,png,3.67,1,5,124,4,1,148,Normal
0.33,png,1.48,1,7,40,6,1,108,Normal
0.98,jpg,5.28,1,5,48,3,1,172,Normal
26.57,json,71.17,61,102,142,99,5,19,Suspicious
191.5,mp4,2.53,1,15,165,9,1,427,Normal
10.05,zip,0.46,3,10,3,6,2,2,Normal
1.67,png,3.82,0,9,48,4,1,257,Normal
6.83,txt,2.06,2,5,42,5,1,205,Normal
38.88,exe,18.75,3,15,42,10,1,14,Suspicious
168.06,mp4,38.54,10,47,213,69,6,78,Suspicious
2.64,jpg,5.01,0,2,72,4,1,120,Normal
7.3,pdf,6.62,0,7,9,5,1,8,Normal
18.63,pdf,2.78,2,5,5,3,1,9,Normal
9.66,docx,1.32,0,3,84,6,1,211,Normal
317.94,zip,22.82,5,27,83,24,5,142,Suspicious
8.32,docx,5.6,0,4,35,6,1,278,Normal
2.16,png,4.82,1,3,11,8,1,249,Normal
7.23,py,33.85,3,35,333,25,3,170,Normal
2.42,png,1.52,0,3,78,3,1,219,Normal
1.71,jpg,3.19,1,4,46,4,1,201,Normal
364.41,mp4,19.39,5,20,201,14,2,91,Normal
0.07,xlsx,4.69,0,5,151,6,1,100,Normal
5.11,pdf,3.16,2,5,70,4,1,263,Normal
12.76,zip,10.32,17,44,587,23,2,596,Normal
353.19,png,15.2,2,15,74,16,2,114,Normal
3.79,docx,0.55,1,10,7,5,1,8,Normal
149.99,exe,18.46,23,80,115,47,3,199,Suspicious
22.83,docx,25.89,17,31,603,39,3,183,Suspicious
27.77,zip,12.21,10,55,640,50,3,59,Suspicious
1.07,docx,12.11,1,8,6,10,1,3,Normal
187.78,zip,10.0,4,11,317,8,1,210,Normal
0.91,jpg,3.69,0,5,69,5,2,171,Normal
8.31,png,2.21,2,9,142,3,1,241,Normal
25.45,jpg,81.27,48,151,55,75,2,56,Suspicious
1.85,png,2.38,1,3,58,7,2,157,Normal
0.36,docx,1.42,0,9,94,5,1,135,Normal
2.43,png,2.04,3,5,145,4,1,49,Normal
0.87,zip,18.75,6,24,381,22,2,259,Normal
222.56,mp4,10.33,1,13,83,15,1,214,Normal
7.39,json,30.77,9,30,821,28,1,282,Normal
5.5,sh,28.53,2,33,751,22,2,313,Normal
17.82,docx,4.09,1,4,90,3,2,157,Normal
0.15,py,32.03,8,24,169,27,1,204,Normal
10.53,txt,4.99,0,4,272,6,1,218,Normal
16.64,json,16.85,12,26,279,19,4,172,Normal
2.05,png,8.18,0,3,2,5,1,3,Normal
7.85,py,25.12,12,30,675,17,1,273,Normal
304.55,zip,11.05,11,35,46,36,3,309,Suspicious
0.98,docx,2.23,0,3,69,4,1,178,Normal
4.58,png,1.84,2,7,33,3,1,254,Normal
60.02,docx,37.58,15,52,603,48,5,563,Suspicious
4.01,pdf,3.0,1,5,7,7,1,8,Normal
0.96,jpg,1.22,0,2,194,5,1,257,Normal
25.97,py,22.39,4,15,319,32,3,448,Normal
0.37,jpg,4.35,1,8,90,7,1,167,Normal
51.93,sh,23.39,13,27,183,40,6,362,Suspicious
0.37,docx,0.2,2,5,6,5,1,7,Normal
5.83,docx,4.2,1,4,74,2,1,341,Normal
225.52,zip,10.89,4,12,132,10,3,279,Normal
2.69,xlsx,0.75,0,3,62,7,2,232,Normal
1.33,pdf,1.78,2,11,24,3,1,54,Normal
3.26,jpg,3.11,0,7,48,8,1,137,Normal
5.12,pdf,4.11,0,9,76,5,2,157,Normal
125.38,pdf,36.1,5,37,154,42,4,208,Suspicious
136.38,exe,38.01,23,73,268,82,2,72,Suspicious
53.85,iso,6.22,2,8,17,13,2,41,Suspicious
11.06,jpg,5.81,1,5,36,7,1,214,Normal
0.28,jpg,0.1,0,5,25,5,1,270,Normal
8.0,txt,4.34,7,13,77,6,1,83,Normal
14.3,pdf,23.37,2,23,327,22,2,347,Normal
13.17,pdf,6.02,9,25,1011,22,2,185,Normal
1.05,pdf,1.24,1,7,118,5,1,92,Normal
2.02,docx,1.29,2,11,6,6,1,7,Normal
10.71,docx,1.26,2,8,21,3,1,227,Normal
2.42,zip,6.82,1,9,4,4,1,1,Normal
1.78,txt,0.62,1,4,70,7,2,66,Normal
2.29,jpg,9.04,1,7,6,9,3,3,Normal
2.86,pdf,2.32,1,9,106,4,2,138,Normal
0.23,txt,5.86,0,6,134,7,1,135,Normal
6.4,js,8.35,2,37,737,20,1,330,Normal
341.17,zip,15.88,1,19,334,12,2,245,Normal
2.74,jpg,9.98,2,7,3,12,1,1,Normal
5.03,docx,4.33,0,7,51,5,1,272,Normal
4.95,pdf,1.81,0,8,86,4,1,141,Normal
23.3,py,8.18,18,35,534,20,2,195,Normal
4.53,txt,16.62,5,27,349,19,1,322,Normal
381.33,wav,4.81,5,13,198,11,1,179,Normal
4.81,docx,8.06,3,13,9,9,1,5,Normal
7.14,zip,18.27,25,65,537,25,2,306,Normal
0.8,docx,4.53,0,3,47,4,1,113,Normal
3.57,pdf,12.47,0,3,3,7,1,9,Normal
3.39,pdf,0.79,2,10,85,5,1,225,Normal
4.04,docx,1.03,1,5,53,3,1,227,Normal
4.15,csv,21.96,12,32,512,20,1,334,Normal
0.36,png,3.89,1,5,72,7,2,108,Normal
17.59,bin,19.45,5,16,72,10,4,90,Suspicious
5.27,py,5.83,15,47,1039,19,2,225,Normal
1.81,jpg,0.7,0,6,20,7,1,266,Normal
14.49,png,9.41,2,10,6,4,1,2,Normal
39.87,sh,22.98,8,37,662,20,1,292,Normal
344.3,zip,22.03,13,58,215,27,3,162,Suspicious
7.71,jpg,3.81,2,8,94,7,1,267,Normal
25.95,py,16.44,26,80,567,23,2,187,Normal
4.15,js,17.5,16,50,663,23,3,464,Normal
43.44,vbs,5.12,4,14,19,9,2,96,Suspicious
16.8,json,19.91,10,51,541,18,1,152,Normal
6.9,pdf,2.16,2,6,76,5,3,202,Normal
4.98,pdf,0.39,2,4,16,7,1,136,Normal
2.4,jpg,4.69,1,5,83,5,1,211,Normal
7.84,py,9.46,5,34,740,19,1,198,Normal
5.96,iso,6.71,3,13,32,17,3,27,Suspicious
2.64,json,33.94,21,64,622,20,2,283,Normal
5.98,png,1.28,1,3,20,1,2,85,Normal
2.17,jpg,3.44,0,5,4,6,1,9,Normal
3.9,json,33.72,31,78,62,18,3,307,Normal
6.24,png,26.42,12,50,269,21,2,192,Normal
0.62,py,31.49,16,30,355,31,2,343,Normal
1.82,js,28.36,20,54,441,16,2,282,Normal
377.07,mp4,11.61,1,12,153,9,2,158,Normal
3.86,txt,4.54,2,6,92,5,2,157,Normal
46.3,exe,18.46,6,14,53,8,1,66,Suspicious
3.6,txt,3.25,1,6,109,4,1,75,Normal
289.5,mp4,10.69,1,12,58,12,1,181,Normal
354.69,mp4,14.88,2,16,176,10,2,204,Normal
5.31,png,3.34,1,5,90,3,1,153,Normal
1.12,py,14.89,2,22,215,25,1,421,Normal
6.04,jpg,5.39,0,3,16,4,1,159,Normal
50.61,dll,8.04,1,15,84,15,2,113,Suspicious
3.25,jpg,5.97,0,4,18,3,1,421,Normal
27.04,png,25.27,46,187,42,50,2,29,Suspicious
212.15,zip,20.28,14,53,360,76,5,297,Suspicious
2.54,png,1.55,1,9,128,3,2,381,Normal
0.27,jpg,2.71,1,12,54,2,1,295,Normal
0.76,jpg,2.24,0,6,15,5,1,189,Normal
5.13,docx,0.91,0,4,136,4,1,182,Normal
35.56,exe,18.79,5,19,62,9,1,84,Suspicious
4.28,png,2.81,1,11,36,4,1,200,Normal
12.77,txt,26.23,31,55,1535,17,2,341,Normal
14.08,docx,69.97,12,95,20,21,5,39,Suspicious
2.52,sh,21.87,25,54,430,28,4,372,Normal
248.94,zip,28.56,23,49,83,37,3,275,Suspicious
3.98,docx,11.02,1,9,6,8,1,8,Normal
157.48,png,5.02,4,20,671,13,1,107,Normal
7.12,docx,1.65,0,7,86,3,1,109,Normal
20.49,py,4.66,3,8,7,6,1,4,Normal
3.66,docx,4.69,2,9,110,4,1,105,Normal
7.64,jpg,3.95,0,4,73,7,1,83,Normal
4.66,pdf,6.25,0,7,70,5,1,251,Normal
10.51,docx,1.35,0,7,80,2,1,260,Normal
0.43,py,13.76,11,48,386,19,4,323,Normal
2.43,pdf,2.68,1,5,30,5,1,108,Normal
6.37,zip,32.98,8,54,622,24,2,383,Normal
3.07,jpg,3.36,1,3,148,3,1,126,Normal
329.75,mp4,20.7,6,48,82,27,3,177,Suspicious
2.74,docx,4.89,0,10,127,6,1,73,Normal
6.15,docx,2.44,1,6,55,7,1,184,Normal
4.67,docx,2.59,1,8,54,5,1,189,Normal
24.02,json,26.14,12,22,548,25,2,189,Normal
4.03,py,2.11,2,9,6,5,2,0,Normal
369.07,mp4,26.9,10,59,187,64,2,108,Suspicious
23.53,sh,19.71,17,42,487,25,4,536,Normal
3.48,docx,0.65,1,9,27,4,1,122,Normal
66.23,mp4,2.26,6,16,36,12,1,292,Normal
43.79,json,21.2,18,26,84,21,2,298,Normal
4.39,pdf,5.43,0,6,5,5,2,8,Normal
400.66,mp4,8.0,5,16,259,11,2,223,Normal
1.89,py,30.05,16,43,387,28,3,303,Normal
0.31,exe,1.7,5,15,95,8,1,30,Suspicious
3.51,docx,5.74,2,6,3,9,1,2,Normal
417.18,png,19.86,16,50,66,20,4,32,Suspicious
2.2,jpg,5.27,2,6,74,3,1,138,Normal
11.08,png,18.53,8,63,240,27,1,246,Normal
38.24,txt,22.23,11,16,427,16,2,391,Normal
2.21,docx,0.1,1,5,60,3,1,210,Normal
4.05,txt,1.3,0,7,168,5,1,71,Normal
3.97,zip,23.55,19,52,100,22,2,110,Normal
1.56,png,0.38,2,6,35,5,1,75,Normal
3.88,docx,9.74,2,11,4,7,1,6,Normal
5.88,pdf,0.47,0,4,76,6,1,265,Normal
297.44,mp4,17.85,3,15,215,12,1,215,Normal
23.13,py,20.09,25,141,217,132,5,30,Suspicious
6.64,docx,9.57,0,3,6,6,1,3,Normal
2.88,jpg,3.98,2,6,127,5,1,160,Normal
19.58,exe,12.63,7,16,11,9,1,70,Suspicious
6.64,jpg,1.08,0,3,187,3,1,226,Normal
6.49,pdf,0.92,1,10,43,4,1,194,Normal
123.27,mp4,4.59,1,11,283,9,1,133,Normal
2.77,jpg,0.59,3,8,76,6,1,178,Normal
0.46,csv,9.12,12,61,177,21,2,252,Normal
35.74,docx,24.86,3,49,556,29,4,795,Suspicious
4.11,pdf,0.82,1,5,119,5,1,245,Normal
0.41,png,0.89,0,10,111,3,2,172,Normal
4.13,zip,12.55,16,51,550,22,1,157,Normal
5.95,txt,2.61,0,7,53,7,1,99,Normal
21.05,jpg,3.54,2,4,77,5,1,270,Normal
4.89,docx,0.55,1,7,8,5,1,77,Normal
0.25,png,1.88,1,9,139,7,1,207,Normal
2.53,docx,4.28,2,10,34,5,1,209,Normal
49.7,pdf,12.36,15,47,353,19,1,315,Normal
26.13,vbs,35.46,11,37,427,38,5,382,Suspicious
2.83,pdf,3.16,0,3,34,1,2,82,Normal
2.15,png,14.19,2,7,5,7,2,1,Normal
2.72,txt,3.26,0,5,131,5,2,100,Normal
17.91,pdf,13.26,18,27,145,27,2,291,Normal
0.89,pdf,9.2,0,7,2,11,1,9,Normal
5.81,scr,6.55,3,16,30,8,2,116,Suspicious
1.02,pdf,3.94,0,5,15,8,1,131,Normal
42.51,pdf,17.27,5,37,492,23,2,366,Normal
341.54,wav,12.43,1,9,405,13,2,82,Normal
20.84,sh,13.59,11,40,587,25,1,133,Normal
2.67,jpg,4.45,1,5,118,7,1,146,Normal
10.13,js,17.62,1,40,122,24,2,304,Normal
2.14,png,3.79,1,5,112,8,1,168,Normal
94.28,mp4,5.1,5,15,135,9,1,440,Normal
1.73,pdf,2.64,1,4,146,5,1,153,Normal
4.15,js,30.82,11,44,541,24,1,180,Normal
7.02,pdf,18.85,4,31,510,17,1,271,Normal
6.95,pdf,8.53,2,10,3,15,1,0,Normal
119.34,mp4,5.65,3,17,205,17,1,135,Normal
4.96,jpg,1.22,2,8,44,3,1,213,Normal
42.07,pdf,28.89,2,21,733,25,2,234,Normal
45.69,sh,17.09,2,50,865,30,5,579,Suspicious
0.44,txt,3.99,1,4,96,6,1,139,Normal
1.11,docx,1.78,0,8,104,3,1,49,Normal
7.04,sh,19.4,8,50,190,19,2,403,Normal
6.26,png,2.82,1,7,53,6,1,70,Normal
21.79,json,27.97,3,39,780,16,4,215,Normal
2.45,pdf,5.3,3,7,69,4,1,345,Normal
2.86,txt,1.84,0,1,101,4,1,237,Normal
84.76,js,5.07,7,29,405,20,1,238,Normal
0.11,docx,5.22,2,10,2,4,2,9,Normal
5.23,jpg,5.33,0,4,104,6,1,241,Normal
314.91,mp4,20.31,6,37,200,31,2,80,Suspicious
43.16,zip,13.07,3,16,45,10,1,52,Suspicious
33.11,jpg,53.19,54,174,52,70,5,5,Suspicious
69.38,wav,15.19,2,17,96,11,1,212,Normal
311.66,zip,5.83,0,10,123,10,1,237,Normal
126.25,bin,13.56,7,58,87,37,4,271,Suspicious
2.75,jpg,2.39,1,3,93,9,3,176,Normal
4.22,jpg,3.24,0,5,44,9,1,114,Normal
0.88,py,21.53,3,21,177,21,1,329,Normal
211.63,mp4,1.43,3,12,216,11,1,144,Normal
0.75,pdf,0.2,1,6,5,9,3,9,Normal
5.83,png,4.59,3,5,9,5,2,247,Normal
